Tend f Neff Omeganurel 1/Omeganunr YPCMB YPBBN DoHx1e5 He3oHx1e5 Li7oHx1e10
1.09854 0.469388 3.42913 6.41969 85.0896 0.243846 0.245166 2.61686 1.05736 4.99632
1.09854 0.489796 3.24206 6.06947 88.7461 0.24341 0.244728 2.56999 1.05093 5.10642
1.09854 0.510204 3.06529 5.73854 92.5573 0.243012 0.244329 2.52139 1.04467 5.22258
1.09854 0.530612 2.898 5.42535 96.5364 0.242665 0.24398 2.47558 1.03878 5.32807
1.09854 0.55102 2.73941 5.12845 100.698 0.242354 0.243668 2.43394 1.03304 5.43847
1.09854 0.571429 2.58888 4.84664 105.059 0.242073 0.243386 2.39118 1.02728 5.55244
1.09854 0.591837 2.4458 4.57879 109.635 0.241831 0.243143 2.34751 1.02171 5.6681
1.09854 0.612245 2.30965 4.3239 114.447 0.241627 0.242938 2.31414 1.01714 5.76084
1.09854 0.632653 2.17992 4.08104 119.518 0.24146 0.24277 2.27446 1.01184 5.87805
1.09854 0.653061 2.05618 3.84938 124.873 0.241331 0.242642 2.24346 1.00748 5.97282
1.09854 0.673469 1.93801 3.62816 130.541 0.241235 0.242545 2.21158 1.00313 6.07237
1.09854 0.693878 1.82506 3.4167 136.555 0.241174 0.242484 2.17725 0.998468 6.18242
1.09854 0.714286 1.71698 3.21435 142.953 0.241147 0.242456 2.1483 0.994432 6.28092
1.09854 0.734694 1.61343 3.0205 149.78 0.241149 0.242458 2.12017 0.990519 6.37806
1.09854 0.755102 1.51421 2.83475 157.082 0.241195 0.242505 2.0917 0.986572 6.47945
1.09854 0.77551 1.41897 2.65646 164.924 0.241263 0.242574 2.06415 0.982849 6.57786
1.09854 0.795918 1.32753 2.48527 173.373 0.24137 0.24268 2.03916 0.979189 6.67779
1.09854 0.816327 1.23963 2.32072 182.514 0.241503 0.242814 2.01473 0.97578 6.77222
1.09854 0.836735 1.15509 2.16245 192.443 0.241676 0.242988 1.99321 0.972666 6.86235
1.09854 0.857143 1.07371 2.01009 203.283 0.241872 0.243184 1.96972 0.969394 6.96139
1.09854 0.877551 0.995316 1.86333 215.176 0.242105 0.243418 1.946 0.966046 7.0605
1.09854 0.897959 0.919757 1.72188 228.302 0.242361 0.243676 1.92911 0.963509 7.14301
1.09854 0.918367 0.846878 1.58544 242.884 0.242659 0.243975 1.906 0.960296 7.248
1.09854 0.938776 0.776523 1.45373 259.208 0.242972 0.244288 1.88678 0.957633 7.33457
1.09854 0.959184 0.708583 1.32654 277.633 0.24332 0.244638 1.86773 0.954821 7.43197
1.09854 0.979592 0.642911 1.2036 298.642 0.243695 0.245014 1.85246 0.952472 7.51716
1.09854 1 0.579417 1.08473 322.865 0.244104 0.245425 1.83492 0.949968 7.609
1.1514 0 16.105 30.1501 26.6714 0.268137 0.269541 5.78384 1.39515 1.95141
1.1514 0.0204082 14.6197 27.3696 28.6788 0.26617 0.267568 5.43509 1.36331 2.0842
1.1514 0.0408163 13.3464 24.9858 30.7073 0.264308 0.265699 5.12907 1.33468 2.22271
1.1514 0.0612245 12.243 22.9202 32.7603 0.26257 0.263956 4.86708 1.30918 2.3607
1.1514 0.0816327 11.2775 21.1126 34.8422 0.260936 0.262316 4.63305 1.28611 2.50087
1.1514 0.102041 10.4257 19.5179 36.9562 0.259391 0.260766 4.42603 1.26482 2.64254
1.1514 0.122449 9.66834 18.1001 39.1067 0.257937 0.259307 4.23874 1.24556 2.78315
1.1514 0.142857 8.99085 16.8318 41.2966 0.256568 0.257933 4.0652 1.22727 2.92817
1.1514 0.163265 8.38119 15.6904 43.5297 0.255268 0.256628 3.90953 1.21051 3.07309
1.1514 0.183673 7.82962 14.6578 45.8099 0.25405 0.255406 3.77627 1.19549 3.20912
1.1514 0.204082 7.32826 13.7193 48.1409 0.252903 0.254255 3.64562 1.1808 3.35289
1.1514 0.22449 6.8706 12.8625 50.5265 0.251819 0.253167 3.53289 1.16811 3.48176
1.1514 0.244898 6.45104 12.077 52.9715 0.250801 0.252146 3.42435 1.15557 3.61845
1.1514 0.265306 6.06513 11.3546 55.4798 0.249833 0.251174 3.32231 1.14373 3.75178
1.1514 0.285714 5.70895 10.6877 58.0561 0.248939 0.250277 3.22331 1.13229 3.90395
1.1514 0.306122 5.37925 10.0705 60.7049 0.248094 0.249429 3.1361 1.12195 4.02172
1.1514 0.326531 5.07296 9.4971 63.4335 0.2473 0.248632 3.05764 1.11238 4.143
1.1514 0.346939 4.78791 8.96347 66.2453 0.246566 0.247895 2.984 1.10325 4.26909
1.1514 0.367347 4.52189 8.46544 69.1473 0.245869 0.247196 2.9124 1.0943 4.39621
1.1514 0.387755 4.2731 7.99967 72.1453 0.245248 0.246573 2.84548 1.08597 4.52002
1.1514 0.408163 4.03982 7.56296 75.2477 0.244648 0.24597 2.78397 1.07833 4.63606
1.1514 0.428571 3.8207 7.15274 78.4617 0.244099 0.24542 2.71937 1.07038 4.76219
1.1514 0.44898 3.61448 6.76668 81.7957 0.243603 0.244922 2.66779 1.06345 4.87491
1.1514 0.469388 3.42006 6.40271 85.2588 0.243148 0.244465 2.61447 1.05681 4.98707
1.1514 0.489796 3.23646 6.05899 88.8612 0.242739 0.244055 2.56673 1.05047 5.09795
1.1514 0.510204 3.0628 5.73388 92.6138 0.242371 0.243685 2.51668 1.044 5.21455
1.1514 0.530612 2.89828 5.42588 96.5294 0.24204 0.243353 2.46971 1.03794 5.32946
1.1514 0.55102 2.74221 5.1337 100.621 0.241747 0.243059 2.42893 1.03241 5.43433
1.1514 0.571429 2.59396 4.85615 104.904 0.241503 0.242814 2.38669 1.027 5.54251
