Tend f Neff Omeganurel 1/Omeganunr YPCMB YPBBN DoHx1e5 He3oHx1e5 Li7oHx1e10
1.1514 0.387755 4.2731 7.99967 72.1453 0.245236 0.246561 2.8441 1.08641 4.56306
1.1514 0.408163 4.03982 7.56296 75.2477 0.24464 0.245962 2.77754 1.07814 4.68983
1.1514 0.428571 3.8207 7.15274 78.4617 0.244106 0.245427 2.7199 1.07093 4.80536
1.1514 0.44898 3.61448 6.76668 81.7957 0.243604 0.244922 2.6662 1.06378 4.92449
1.1514 0.469388 3.42006 6.40271 85.2588 0.243143 0.244461 2.61126 1.05691 5.0407
1.1514 0.489796 3.23646 6.05899 88.8612 0.242732 0.244048 2.56351 1.05074 5.15304
1.1514 0.510204 3.0628 5.73388 92.6138 0.242366 0.24368 2.51506 1.0441 5.27396
1.1514 0.530612 2.89828 5.42588 96.5294 0.24204 0.243353 2.47055 1.03843 5.37935
1.1514 0.55102 2.74221 5.1337 100.621 0.24175 0.243061 2.42718 1.03254 5.49649
1.1514 0.571429 2.59396 4.85615 104.904 0.241494 0.242805 2.38571 1.02743 5.59805
1.1514 0.591837 2.45292 4.59211 109.396 0.241287 0.242597 2.34882 1.02217 5.7055
1.1514 0.612245 2.31861 4.34067 114.115 0.241117 0.242426 2.31108 1.01737 5.81044
1.1514 0.632653 2.19056 4.10095 119.083 0.24098 0.242289 2.27409 1.01222 5.9252
1.1514 0.653061 2.06833 3.87213 124.323 0.24088 0.242189 2.24366 1.00778 6.02138
1.1514 0.673469 1.95154 3.65349 129.862 0.240812 0.24212 2.20844 1.00334 6.12934
1.1514 0.693878 1.83983 3.44435 135.732 0.240787 0.242095 2.17675 0.998757 6.23638
1.1514 0.714286 1.73286 3.24409 141.969 0.240793 0.242102 2.15084 0.995147 6.32691
1.1514 0.734694 1.63033 3.05215 148.613 0.240834 0.242142 2.12183 0.99103 6.43232
1.1514 0.755102 1.53204 2.86813 155.709 0.240914 0.242223 2.095 0.987258 6.5318
1.1514 0.77551 1.43764 2.69141 163.315 0.241016 0.242326 2.07045 0.983853 6.62407
1.1514 0.795918 1.34696 2.52164 171.494 0.24116 0.242469 2.04275 0.98018 6.72663
1.1514 0.816327 1.25975 2.35837 180.324 0.241331 0.242642 2.01926 0.97696 6.82217
1.1514 0.836735 1.17583 2.20127 189.892 0.241543 0.242854 1.99666 0.973377 6.92288
1.1514 0.857143 1.09501 2.04998 200.309 0.241777 0.243089 1.97407 0.970338 7.01842
1.1514 0.877551 1.01713 1.90416 211.706 0.242049 0.243362 1.95279 0.967358 7.11264
1.1514 0.897959 0.94202 1.76356 224.243 0.242347 0.243661 1.9322 0.964368 7.20818
1.1514 0.918367 0.869549 1.62788 238.119 0.242687 0.244002 1.90949 0.961252 7.31025
1.1514 0.938776 0.799571 1.49688 253.584 0.243054 0.24437 1.89213 0.958859 7.3997
1.1514 0.959184 0.731946 1.37028 270.96 0.24344 0.244758 1.87556 0.956205 7.49126
1.1514 0.979592 0.666584 1.24791 290.652 0.243865 0.245184 1.85502 0.953321 7.59395
1.1514 1 0.603355 1.12954 313.21 0.244324 0.245645 1.84093 0.951399 7.67531
1.20679 0 15.4225 28.8726 27.5517 0.266957 0.268358 5.60999 1.38014 2.02799
1.20679 0.0204082 14.0573 26.3167 29.5351 0.265032 0.266426 5.28804 1.3501 2.16414
1.20679 0.0408163 12.8783 24.1096 31.5406 0.263223 0.26461 5.01405 1.32402 2.29535
1.20679 0.0612245 11.8504 22.1852 33.571 0.261514 0.262896 4.76463 1.29969 2.43373
1.20679 0.0816327 10.9461 20.4923 35.6303 0.259909 0.261286 4.54013 1.27697 2.58085
1.20679 0.102041 10.1444 18.9913 37.7222 0.258402 0.259774 4.34613 1.25701 2.71786
1.20679 0.122449 9.42876 17.6516 39.8496 0.256968 0.258334 4.17335 1.23888 2.85675
1.20679 0.142857 8.78589 16.4481 42.017 0.255628 0.256989 4.01433 1.22174 2.9961
1.20679 0.163265 8.2055 15.3615 44.2269 0.254356 0.255713 3.86034 1.20524 3.14213
1.20679 0.183673 7.6789 14.3757 46.4826 0.253162 0.254515 3.7257 1.19033 3.28366
1.20679 0.204082 7.1988 13.4769 48.7887 0.25203 0.253379 3.60749 1.17709 3.41183
1.20679 0.22449 6.7593 12.6541 51.1492 0.25097 0.252316 3.49187 1.16383 3.55149
1.20679 0.244898 6.35558 11.8983 53.5672 0.249973 0.251314 3.38657 1.1517 3.68793
1.20679 0.265306 5.98334 11.2014 56.0476 0.249034 0.250373 3.28814 1.14033 3.82146
1.20679 0.285714 5.63908 10.5569 58.5947 0.248152 0.249487 3.20351 1.13017 3.94308
1.20679 0.306122 5.31984 9.95929 61.2126 0.247328 0.24866 3.11604 1.1199 4.0757
1.20679 0.326531 5.02286 9.4033 63.9075 0.246556 0.247885 3.0416 1.11045 4.20262
1.20679 0.346939 4.74588 8.88478 66.6848 0.245846 0.247173 2.96258 1.10126 4.33073
1.20679 0.367347 4.48702 8.40017 69.5498 0.245178 0.246503 2.89556 1.09257 4.45603
1.20679 0.387755 4.24458 7.94628 72.5085 0.244567 0.245889 2.83582 1.0851 4.56288
1.20679 0.408163 4.01702 7.52027 75.5679 0.243996 0.245317 2.76907 1.07692 4.69409
1.20679 0.428571 3.80298 7.11956 78.7358 0.243481 0.2448 2.71224 1.0697 4.81035
1.20679 0.44898 3.60126 6.74193 82.0208 0.243001 0.244317 2.65627 1.06263 4.92863
1.20679 0.469388 3.41091 6.38557 85.4304 0.242569 0.243884 2.60325 1.05586 5.04694
1.20679 0.489796 3.23095 6.04868 88.9748 0.242182 0.243496 2.55975 1.04982 5.15448
1.20679 0.510204 3.06056 5.72969 92.6646 0.241837 0.24315 2.51011 1.04356 5.26726
1.20679 0.530612 2.899 5.42722 96.5116 0.241532 0.242843 2.46736 1.03796 5.37355
1.20679 0.55102 2.74558 5.14001 100.528 0.241265 0.242576 2.42527 1.0325 5.48294
1.20679 0.571429 2.59972 4.86695 104.73 0.241048 0.242357 2.38625 1.02711 5.59262
1.20679 0.591837 2.46086 4.60699 109.131 0.24087 0.242179 2.34723 1.02209 5.6963
1.20679 0.612245 2.3285 4.3592 113.751 0.240723 0.242031 2.31103 1.01713 5.80165
1.20679 0.632653 2.20223 4.1228 118.609 0.240609 0.241917 2.27398 1.01226 5.91258
1.20679 0.653061 2.08163 3.89702 123.726 0.240547 0.241855 2.24391 1.00796 6.00692
1.20679 0.673469 1.9663 3.68111 129.13 0.240504 0.241811 2.21165 1.00365 6.11269
1.20679 0.693878 1.8559 3.47444 134.849 0.240509 0.241817 2.18301 0.999535 6.20846
1.20679 0.714286 1.75011 3.27639 140.918 0.240551 0.241859 2.15274 0.995382 6.31247
1.20679 0.734694 1.64872 3.08658 147.368 0.240622 0.24193 2.12499 0.991553 6.41113
1.20679 0.755102 1.55138 2.90435 154.25 0.240738 0.242046 2.09879 0.987797 6.50918
1.20679 0.77551 1.45788 2.72931 161.612 0.240873 0.242182 2.07223 0.984174 6.60983
1.20679 0.795918 1.368 2.56104 169.512 0.241051 0.242361 2.04876 0.980933 6.70068
1.20679 0.816327 1.28154 2.39917 178.019 0.241266 0.242576 2.02357 0.977469 6.80201
1.20679 0.836735 1.19827 2.24329 187.218 0.241507 0.242818 2.00276 0.974349 6.89479
1.20679 0.857143 1.11807 2.09314 197.203 0.241788 0.2431 1.9806 0.971218 6.99391
1.20679 0.877551 1.04073 1.94835 208.095 0.242091 0.243404 1.9571 0.967993 7.09447
1.20679 0.897959 0.966125 1.80868 220.034 0.242434 0.243748 1.93741 0.965438 7.18417
1.20679 0.918367 0.894089 1.67383 233.2 0.242802 0.244118 1.91835 0.962487 7.28132
1.20679 0.938776 0.824499 1.54355 247.812 0.243205 0.244523 1.90082 0.960182 7.36545
1.20679 0.959184 0.757234 1.41762 264.145 0.243648 0.244967 1.8832 0.957514 7.45857
1.20679 0.979592 0.692186 1.29584 282.552 0.244119 0.24544 1.86582 0.954961 7.55478
1.20679 1 0.629241 1.178 303.496 0.244614 0.245936 1.85214 0.952712 7.64287
